input,Sij,split,test_points,deg,ridge,n_cycles,gate,Z0,baseline_test_MSE,ufrf_test_MSE,improvement_percent,train_gain_used,used_ufrf,tau_est,phi0_est
LQP15MN1N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9448025487060051,0.9448025487060051,0.0,0.0038274509632390003,False,8.776372311587147e-12,-0.001020417044041
LQW04CA90NK00_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.225237956829817,0.225237956829817,0.0,0.0029828881418430004,False,3.0062829133958783e-12,-0.385064443985958
LQG15HH18NH02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.293130632787408,1.293130632787408,0.0,0.018720196601428003,False,-2.974316345038901e-11,-0.40758410167291503
LQG15HH10NH02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8490604752820899,0.8490604752820899,0.0,0.011629574846681002,False,8.261478388706989e-12,-0.24144923509082003
LQP15MN1N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.059755761642835,1.059755761642835,0.0,0.003660386456699,False,1.264682219623352e-11,-0.0017346023507
LQG15HH1N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440511,0.8865827640440511,0.0,0.010974200142757,False,1.921592937662136e-11,0.016524564312753003
LQP15MN3N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.28092195477352,0.28092195477352,0.0,0.002712248884861,False,2.7026482218414906e-11,-0.009265350608472
LQP15MN2N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.911883722358885,0.911883722358885,0.0,0.0036275948676460002,False,1.547199294265027e-11,-0.0019026379730640002
LQG15HH15NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.004864441072337,1.004864441072337,0.0,0.019522889798124003,False,-2.496570079248435e-11,-0.374225642990543
LQP15MN10NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.364793933212376,1.356273390427301,0.6243098373847711,0.028251842344846,True,5.705582266197249e-11,-0.08230245179617701
LQG15HH1N1C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255,False,1.4137762272657438e-11,0.0034974326057050005
LQP15MN1N8B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.028862310054969,1.028862310054969,0.0,0.003627772352195,False,1.361776731593815e-11,-0.0018863705460810001
LQP15MN2N4B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.681995228843691,0.681995228843691,0.0,0.0033293951158380004,False,1.906303604422863e-11,-0.0029202221746120003
LQP15MN18NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.391579251112239,0.391579251112239,0.0,0.010904976222414,False,2.41700492515759e-11,-0.294971138875639
LQP15MN3N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.433203323925941,0.433203323925941,0.0,0.002887087562441,False,2.356169319236581e-11,-0.006596967182428
LQG15HH18NJ02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.293130632787408,1.293130632787408,0.0,0.018720196601428003,False,-2.974316345038901e-11,-0.40758410167291503
LQG15HH1N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552001,False,1.585073769171708e-11,0.006758044319501001
LQG15HH12NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.777799108320897,0.777799108320897,0.0,0.009772159751561,False,-1.865083716888104e-11,-0.330042116140839
LQP15MN7N5B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.27712741339316804,0.27712741339316804,0.0,0.0044737159651910005,False,4.8427435574220374e-11,-0.053445453901797
LQP15MN1N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.081040347421263,1.081040347421263,0.0,0.003679560510114,False,1.150188992339549e-11,-0.001922472741418
LQG15HH10NJ02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8490604752820899,0.8490604752820899,0.0,0.011629574846681002,False,8.261478388706989e-12,-0.24144923509082003
LQP15MN1N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8654609729052881,0.8654609729052881,0.0,0.0038731543445590004,False,7.941135055332101e-12,-0.000746045143955
LQG15HH1N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255,False,1.4137762272657438e-11,0.0034974326057050005
LQP15MN2N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.46087596477583503,0.46087596477583503,0.0,0.002948870719877,False,2.295215900005624e-11,-0.005863602311358
LQP15MN1N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.066189078882679,1.066189078882679,0.0,0.003691441438128,False,1.058608921682094e-11,-0.0016958864637380002
LQP15MN1N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7615284805464031,0.7615284805464031,0.0,0.003930014320084,False,7.035363910017399e-12,-0.000543856170028
LQP15MN3N9B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19260059143881803,0.19260059143881803,0.0,0.002608505639865,False,3.040824979290317e-11,-0.013443569704312002
LQP15MN8N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30644996637340804,0.30644996637340804,0.0,0.0051039722357280005,False,5.0804416724813604e-11,-0.061684127442197006
LQP15MN3N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.22083355745375402,0.22083355745375402,0.0,0.0026015398315820002,False,2.918240264232779e-11,-0.011221371963221
LQP15MN6N8B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.23146142784794702,0.23146142784794702,0.0,0.0041406998469820004,False,4.5295922710580315e-11,-0.045951099565327
LQP15MN3N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.310110723342699,0.310110723342699,0.0,0.002752705742933,False,2.6203885975211987e-11,-0.008611030441668001
LQP15MN2N7B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.547835330845966,0.547835330845966,0.0,0.0030738933515430003,False,2.143118222008102e-11,-0.004608601931994001
LQG15HH1N2C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552001,False,1.585073769171708e-11,0.006758044319501001
LQP15MN1N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7615284805464031,0.7615284805464031,0.0,0.003930014320084,False,7.035363910017399e-12,-0.000543856170028
LQP15MN3N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19260059143881803,0.19260059143881803,0.0,0.002608505639865,False,3.040824979290317e-11,-0.013443569704312002
LQW18AN4N2B8Z_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.24206856129056903,0.24206856129056903,0.0,0.0030732367746280002,False,3.0721804504324716e-11,-0.022223887269411
LQP15MN1N5B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.066189078882679,1.066189078882679,0.0,0.003691441438128,False,1.058608921682094e-11,-0.0016958864637380002
LQP15MN6N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.18855459729620502,0.18855459729620502,0.0,0.0038164638903880003,False,4.272955590809642e-11,-0.039011892014335005
LQP15MN3N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.310110723342699,0.310110723342699,0.0,0.002752705742933,False,2.6203885975211987e-11,-0.008611030441668001
LQP15MN2N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.547835330845966,0.547835330845966,0.0,0.0030738933515430003,False,2.143118222008102e-11,-0.004608601931994001
LQP15MN2N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7513887145016791,0.7513887145016791,0.0,0.0034232763063120003,False,1.803781014358663e-11,-0.002852323033833
LQG15HH1N3S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440511,0.8865827640440511,0.0,0.010974200142757,False,1.921592937662136e-11,0.016524564312753003
LQP15MN15NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.305896097406608,0.305896097406608,0.0,0.007071926976778001,False,4.053331303964159e-11,-0.21620930423176102
LQP15MN4N7B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.129025844435286,0.129025844435286,0.0,0.0028286231933120002,False,3.5444580957143414e-11,-0.021037630049772
LQP15MN1N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.028862310054969,1.028862310054969,0.0,0.003627772352195,False,1.361776731593815e-11,-0.0018863705460810001
LQP15MN2N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.681995228843691,0.681995228843691,0.0,0.0033293951158380004,False,1.906303604422863e-11,-0.0029202221746120003
LQP15MN9N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.347387899918636,0.347387899918636,0.0,0.007804051608086,False,5.4287649720788875e-11,-0.07002815440483401
LQP15MN3N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.433203323925941,0.433203323925941,0.0,0.002887087562441,False,2.356169319236581e-11,-0.006596967182428
LQG15HH12NJ02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.777799108320897,0.777799108320897,0.0,0.009772159751561,False,-1.865083716888104e-11,-0.330042116140839
LQG15HH18NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.293130632787408,1.293130632787408,0.0,0.018720196601428003,False,-2.974316345038901e-11,-0.40758410167291503
LQP15MN4N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14546699269956,0.14546699269956,0.0,0.002670844548163,False,3.323427616539278e-11,-0.016575269770603
LQG15HH1N0S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8008498060281001,0.8008498060281001,0.0,0.005642659378752001,False,1.260228383037963e-11,0.0017898790092690001
LQP15MN2N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.911883722358885,0.911883722358885,0.0,0.0036275948676460002,False,1.547199294265027e-11,-0.0019026379730640002
LQP15MN1N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8654609729052881,0.8654609729052881,0.0,0.0038731543445590004,False,7.941135055332101e-12,-0.000746045143955
LQP15MN12NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5371411269767641,0.582163917756585,-8.381929537443314,0.022413096592585002,True,5.4641013698232514e-11,-0.128278859818157
LQP15MN1N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.081040347421263,1.081040347421263,0.0,0.003679560510114,False,1.150188992339549e-11,-0.001922472741418
LQG15HH15NJ02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.004864441072337,1.004864441072337,0.0,0.019522889798124003,False,-2.496570079248435e-11,-0.374225642990543
